id,vernacularName,language,locality
8561,castanheira de sapucaia,PORTUGUES,
8561,sapucaia,PORTUGUES,
8610,Golfe,PORTUGUES,Nordeste
8614,linho-bravo,PORTUGUES,Sul
8632,erva-lombrigueira,PORTUGUES,Amazônia
8638,Arapabaca,PORTUGUES,Santa Catarina
8655,Arapabaca,PORTUGUES,Sul
8670,estralo,PORTUGUES,Acre
8676,cipó limãozinho,PORTUGUES,Acre
8728,orana,PORTUGUES,Acre
8783,dedaleira-branca,PORTUGUES,
8784,Pacari-do-sertão,PORTUGUES,
8784,Pacari-do-mato,PORTUGUES,
8784,Pacari,PORTUGUES,
8784,Mangaba-brava,PORTUGUES,
8784,Candeia-de-caju,PORTUGUES,
8784,Dedaleira-amarela,PORTUGUES,
8809,abiu da várzea,PORTUGUES,Acre
8830,Acá,PORTUGUES,Bahia
8833,murici,PORTUGUES,Acre
9005,pau-de-jangada,PORTUGUES,Nordeste
9005,pente-de-macaco,PORTUGUES,Nordeste
9006,jangada,PORTUGUES,Acre
9006,malva pente de macaco,PORTUGUES,Acre
9006,pente de macaco,PORTUGUES,Acre
9010,jangada-brava,PORTUGUES,São Paulo
9013,castanha do maranhão,PORTUGUES,
9013,embiruçu da casca lisa,PORTUGUES,
9025,jequeri,PORTUGUES,Sudeste
9034,paineira-da-praia,PORTUGUES,Rio de Janeiro
9037,paineira,PORTUGUES,São Paulo
9051,mamorana de terra firme,PORTUGUES,amazônica
9051,mungubinha,PORTUGUES,amazônica
9052,algodãozinho,PORTUGUES,sudeste
9064,mutamba,PORTUGUES,Acre
9065,araticum-bravo,PORTUGUES,São Paulo
9065,cabeça-de-negro,PORTUGUES,São Paulo
9065,mutamba,PORTUGUES,Acre
9080,Algodão-do-brejo,PORTUGUES,Sudeste
9083,vinagreira-da-varzea,PORTUGUES,Brasil
9095,fruta-de-cavalo,PORTUGUES,São Paulo
9095,açoita-cavalo,PORTUGUES,São Paulo
9120,gueta,PORTUGUES,Praia do Grumari; Rio de Janeiro
9122,algodão-bravo,PORTUGUES,Nordeste - BA
9122,malva-rosa,PORTUGUES,Nordeste - BA
9124,malva-rasteira,PORTUGUES,Nordeste - PE
9129,algodão-rana,PORTUGUES,Pará
9131,cabatã,PORTUGUES,Espírito Santo
9136,roseta-do-mato,PORTUGUES,Sul - RS
9137,pega-pega,PORTUGUES,Amazonas
9137,malva-carrapicho,PORTUGUES,Para
9142,vassoura-do-mato,PORTUGUES,Minas Gerais
9168,malvinha-do-cerrado; malvinha-do-campo,PORTUGUES,Minas Gerais
9204,guaxuma,PORTUGUES,Minas Gerais
9204,relógio,PORTUGUES,Pernambuco
9215,guaxuma,PORTUGUES,Brasil
9215,relógio,PORTUGUES,Brasil
9256,algodão-da-praia,PORTUGUES,Brasil
9275,douradina,PORTUGUES,Santa Catarina
9275,douradinha-do-campo,PORTUGUES,Rio Grande do Sul
9346,arumã,PORTUGUES,Brasil
9370,tamoatarana,PORTUGUES,MT
9384,caeté-roxo,PORTUGUES,Sudeste (ES)
9481,mangue-do-mato,PORTUGUES,Sudeste
9485,quaresma,PORTUGUES,Sudeste
9486,quaresma-branca,PORTUGUES,Sudeste
9486,mangue-do-mato,PORTUGUES,Sudeste
9486,mangue-bravo,PORTUGUES,Sudeste
9486,jacatirão,PORTUGUES,Sudeste
9500,pixirica,PORTUGUES,Sudeste; Sul
9506,pexirica,PORTUGUES,Sul
9506,quaresma,PORTUGUES,Sudeste
9513,jacatirão,PORTUGUES,Sudeste
9525,pixirica,PORTUGUES,Sudeste
9542,cambará-do-mato,PORTUGUES,Sudeste
9542,pixirica,PORTUGUES,Sudeste
9552,mexerico,PORTUGUES,Minas Gerais
9554,Quaresminha,PORTUGUES,Viçosa
9572,cambará-do-mato,PORTUGUES,Sudeste
9572,pixirica,PORTUGUES,Sudeste
9598,quaresma,PORTUGUES,Sudeste
9598,pixirica,PORTUGUES,Sudeste
9606,pixirica,PORTUGUES,Sudeste
9611,Ramela-de-gato,PORTUGUES,Norte
9612,pixirica,PORTUGUES,Sudeste
9621,pixirica,PORTUGUES,Sudeste
9632,jacatirão-miúdo,PORTUGUES,Sudeste
9642,pixirica,PORTUGUES,Sudeste
9761,maçandarubinha,PORTUGUES,Acre
9765,buxixú canela de velho,PORTUGUES,Acre
9840,pixirica; pixirica-brava,PORTUGUES,Sul
9919,quaresmeira,PORTUGUES,Brasil
9992,cedro,PORTUGUES,Acre
9992,cedro branco,PORTUGUES,Acre
9992,cedro rosa,PORTUGUES,Acre
9992,cedro vermelho,PORTUGUES,Acre
9995,carrapeta,PORTUGUES,Rio de Janeiro
9995,gitó,PORTUGUES,Ceará
9995,jatuauba,PORTUGUES,Amazonas
9995,marinheiro,PORTUGUES,Goiás
9996,carrapeta graúda,PORTUGUES,Rio de Janeiro
9996,cedro bravo,PORTUGUES,Acre
9996,gitó de terra firme,PORTUGUES,Acre
9996,jitó,PORTUGUES,Acre
9996,jitó branco,PORTUGUES,Acre
9996,jitó preto,PORTUGUES,Acre
9996,mancore,PORTUGUES,Roraima
9996,peloteira,PORTUGUES,Minas Gerais
9997,café bravo,PORTUGUES,São Paulo
9997,café do mato,PORTUGUES,Rio de Janeiro
9997,camboatá,PORTUGUES,Rio Grande do Sul
9997,catigua branca,PORTUGUES,Santa Catarina
9997,gitó,PORTUGUES,Acre
10001,Catigua,PORTUGUES,Rio Grande do Sul
10011,murici,PORTUGUES,Acre
10012,caripé roxo,PORTUGUES,Acre
10012,macucu aguano,PORTUGUES,Acre
10012,maraximbé,PORTUGUES,Acre
10012,maraximbé branco,PORTUGUES,Acre
10012,maraximbé vermelho,PORTUGUES,Acre
10012,muiraximbê branco,PORTUGUES,Acre
10014,breu maxixe,PORTUGUES,Acre
10014,maraximbé branca,PORTUGUES,Acre
10014,maraximbé branco,PORTUGUES,Acre
10014,murici preto,PORTUGUES,Acre
10024,cipó-bala,PORTUGUES,RJ
10024,uva-do-mato,PORTUGUES,Brasil
10027,cipó-bala,PORTUGUES,RJ
10031,parreira,PORTUGUES,Brasil
10031,orelha-de-onça,PORTUGUES,Brasil
10036,uva-do-mato,PORTUGUES,SC
10062,arreganha,PORTUGUES,Sul
10062,canema,PORTUGUES,Sul
10073,Pimenteira,PORTUGUES,Sul
10077,Pimenteira,PORTUGUES,Sul
10081,Pimenteira,PORTUGUES,Sul e Sudeste
10101,Espinheira-santa,PORTUGUES,Sul e Sudeste
10104,pau-de-espeto,PORTUGUES,Sul
10105,Erva de Santo Antonio,PORTUGUES,Sul
10105,Pimenta de pelo,PORTUGUES,Sudeste
10110,Pau-rainha-roxo,PORTUGUES,Amazonas
10110,inharé mole,PORTUGUES,Acre
10111,muiratinga,PORTUGUES,Amazonas
10111,leiteira,PORTUGUES,Amazonas
10111,inharé,PORTUGUES,Acre
10111,manitê,PORTUGUES,Acre
10111,manixí,PORTUGUES,Acre
10111,mururé,PORTUGUES,Acre
10113,folha-de-serra,PORTUGUES,sudeste
10113,janita,PORTUGUES,Amazônas
10114,guariúba,PORTUGUES,Acre
10114,guariúba-amarela,PORTUGUES,Acre
10114,guariúba-branca,PORTUGUES,Acre
10122,batatinha-de-tiú,PORTUGUES,Bahia
10124,caiapiá,PORTUGUES,Sudeste
10124,carapiá,PORTUGUES,Sudeste
10147,apuí,PORTUGUES,Acre
10147,caxinguba,PORTUGUES,Acre
10147,caxinguba do igapó,PORTUGUES,Acre
10147,gameleira,PORTUGUES,Acre
10147,ofé,PORTUGUES,Acre
10151,apuí,PORTUGUES,Acre
10151,apuí amarelo,PORTUGUES,Acre
10151,apuí preto,PORTUGUES,Acre
10159,apui,PORTUGUES,Acre
10162,apuí preto,PORTUGUES,Acre
10166,apuí,PORTUGUES,Acre
10171,apuí,PORTUGUES,Acre
10172,apuí,PORTUGUES,Acre
10176,apuí,PORTUGUES,Acre
10183,inharé-paina,PORTUGUES,Amazonas
10183,inharé-folha-peluda,PORTUGUES,Amazonas
10183,inharé,PORTUGUES,Acre
10183,pama,PORTUGUES,Acre
10183,pama branca,PORTUGUES,Acre
10183,pama caucho,PORTUGUES,Acre
10190,pama,PORTUGUES,Acre
10190,pama de tamanho médio,PORTUGUES,Acre
10190,pama preta,PORTUGUES,Acre
10192,bainha-de-espada,PORTUGUES,sudeste
10198,Bicuíba,PORTUGUES,Sul
10198,Bicuíba-branca,PORTUGUES,Sudeste
10198,Bicuuba,PORTUGUES,Nordeste
10198,Ocuíba,PORTUGUES,Nordeste
10199,Bicuíba-açu,PORTUGUES,Sudeste
10199,Bicuíba-da-folha-larga,PORTUGUES,Sudeste
10199,Bicuibuçu,PORTUGUES,São Paulo
10199,Bocuva-fêmea,PORTUGUES,Bahia
10200,Bicuhyba-vermelha,PORTUGUES,Sudeste
10200,Bicuíba-redonda,PORTUGUES,Sudeste
10200,Bocuva,PORTUGUES,Sudeste
10228,capororoquinha,PORTUGUES,Sudeste
10389,azeitona brava,PORTUGUES,Acre
10479,orelha-de-mula,PORTUGUES,
10560,pitangueira,PORTUGUES,sudeste; sul
10626,araçá-coelho,PORTUGUES,Espírito Santo
10661,araçá,PORTUGUES,Acre
10856,araçá-do-campo,PORTUGUES,Rondônia; Mato Grosso
10856,araçá-fumaça,PORTUGUES,Minas Gerais
10856,pêra,PORTUGUES,São Paulo
10857,Araçá,PORTUGUES,Bahia
10858,Araçá; araçá-amarelo,PORTUGUES,Paraná
10858,Araçá-de-coroa,PORTUGUES,Minas Gerais; Paraná
10863,Araçá,PORTUGUES,Goiás; Distrito Federal
10865,Camboim,PORTUGUES,Minas Gerais
10866,Araçá; Araçá-felpudo,PORTUGUES,Minas Gerais; São Paulo
10866,Gabiroba-peluda,PORTUGUES,São Paulo
10867,Araçá-da-praia; Araçá-mirim,PORTUGUES,Bahia
10867,Goiabinha,PORTUGUES,Tocantins; Minas Gerais
10871,Araçá-cascudo,PORTUGUES,Goiás; Distrito Federal
10881,Araçá-de-raposa,PORTUGUES,Maranhão
10882,Araçá-cagão,PORTUGUES,Minas Gerais
10885,goiabinha,PORTUGUES,Acre
10900,perema; tapacirica; tapaciriba; mulher pobre; cabelo de negro,PORTUGUES,Sudeste
10904,erva-tostão,PORTUGUES,PR
10904,pega-pinto,PORTUGUES,CE;BA;PA
10906,juvú,PORTUGUES,SC
10906,três-marias; primavera; buganvilia,PORTUGUES,Sudeste
10907,três-marias; primavera; tapirica; roseira-do-mato,PORTUGUES,Sul e Sudeste
10920,bonina,PORTUGUES,AC; BA; CE; PE;
10920,maravilha,PORTUGUES,RJ
10920,munuminha,PORTUGUES,BA
10923,joão-mole,PORTUGUES,TO
10923,juá-mole,PORTUGUES,MT
10923,pau-de-sal,PORTUGUES,MT
10930,joão mole,PORTUGUES,Acre
10932,Tapaciriba; Espora de galo; Espinho de Santo Amaro,PORTUGUES,Sul; Sudeste
10933,maria mole; maria faceira,PORTUGUES,Sul
10935,ticica; paudalho macho;ganha saia;siriba de flores grandes,PORTUGUES,sudeste
10952,castanha de cutia,PORTUGUES,Acre
10962,itaubarana,PORTUGUES,Acre
11148,yerba de la cordialidad,ESPANHOL,Argentina (Misiones)
11316,cola-de-sapateiro,PORTUGUES,Brasil
11318,cola-de-sapateiro,PORTUGUES,Brasil
11391,chuva-de-ouro,PORTUGUES,Brasil
11444,sumbarê,PORTUGUES,Litoral do Brasil
11444,sumaré,PORTUGUES,Litoral do Brasil
11466,orquídea-de-batinga,PORTUGUES,Espírito Santo (Folli 2133)
11492,orquídea-bigode,PORTUGUES,Espírito Santo
11605,orquídea-papagaio,PORTUGUES,Espírito Santo (Folli 2608)
11635,parasita-cebola,PORTUGUES,Brasil
11757,estrela-da-república,PORTUGUES,Litoral do Sudeste do Brasil
11859,bailarina,PORTUGUES,Sudeste do Brasil
11944,dancing ladies,INGLES,Acre
12457,herva imbú,PORTUGUES,
12469,brusquilla,PORTUGUES,
12469,tacuarembó,PORTUGUES,Sul
12483,carambolinha,PORTUGUES,
12483,corta-roxo,PORTUGUES,
12507,maracujá-amarelo,PORTUGUES,Espirito Santo
12507,maracujá-de-morcego,PORTUGUES,Rio de Janeiro
12507,maracujá-do-mato,PORTUGUES,São Paulo
12508,maracujá-açú,PORTUGUES,
12508,maracujá-doce,PORTUGUES,São Paulo
12509,passionária,PORTUGUES,
12509,maracujá-verde,PORTUGUES,
12509,maracujá-do-campo,PORTUGUES,
12509,maracujá-de-cobra,PORTUGUES,
12509,maracujá-azul,PORTUGUES,
12509,maracujá,PORTUGUES,
12512,maracujá-azul,PORTUGUES,Santa Catarina; Rio grande do Sul
12512,maracujá-de-cobra,PORTUGUES,Santa Catarina; Rio Grande do Sul
12512,Passionaria,ESPANHOL,Uruguai
12513,maracujá,PORTUGUES,Paraná
12514,maracujá,PORTUGUES,Minas Gerais; Santa Catarina
12514,maracujá-branco,PORTUGUES,
12514,maracujá-branco-miúdo,PORTUGUES,Minas Gerais
12514,maracujá-de-cobra,PORTUGUES,Santa Catarina
12514,maracujá-de-morcego,PORTUGUES,
12514,maracujá-do-mato,PORTUGUES,Minas Gerais
12514,maracujá-silvestre,PORTUGUES,Minas Gerais / São Paulo
12514,maracujazinho,PORTUGUES,Minas Gerais
12518,maracujá-do-mato,PORTUGUES,Paraíba; Alagoas e Pernambuco
12518,maracujá-mi,PORTUGUES,Mato Grosso
12518,maracujá-mochila,PORTUGUES,Paraíba; Alagoas e Pernambuco
12519,maracujá-rasteiro,PORTUGUES,
12524,maracujá,PORTUGUES,Paraná
12524,maracujé-de-cobra,PORTUGUES,Minas Gerais; Santa Catarina
12525,maracujá-de-estalo,PORTUGUES,Rio Grande do Sul
12531,maracujazinho-da-serra,PORTUGUES,São Paulo
12532,maracujá,PORTUGUES,Paraná
12532,maracujá-das-capoeiras,PORTUGUES,São Paulo
12532,maracujá-de-capoeira,PORTUGUES,São Paulo
12532,maracujá-de-veado,PORTUGUES,Santa Catarina
12537,Maracujá,PORTUGUES,Paraná
12537,Maracujá-de-cobra,PORTUGUES,Santa Catarina
12545,maracujá,PORTUGUES,Amazonas; Paraná; Rio Grande do Sull; Sergipe
12545,luxo,PORTUGUES,Paraíba
12545,maracujá-bravo,PORTUGUES,Bahia
12545,maracujá-de-cobra,PORTUGUES,Pernambuco
12545,maracujá-de-sapo,PORTUGUES,Mato Grosso
12545,maracujá-do-mato,PORTUGUES,Mato Gorsso; Pernambuco; Rio Grande do Sul
12545,maracujá-preto,PORTUGUES,Paraná
12545,maracujazinho,PORTUGUES,Acre; Santa Catarina; São Paulo
12545,tripa-de-galinha,PORTUGUES,Bahia
12545,maracujá-mirim,PORTUGUES,Bahia
12545,maracujazinho-da-serra,PORTUGUES,Bahia
12546,maracujá-da-capoeira,PORTUGUES,
12546,maracujá-peludo,PORTUGUES,
12546,maracujazinho-crespo,PORTUGUES,São Paulo
12549,maracujá-de-serra,PORTUGUES,São Paulo
12549,maracujazinho-da-serra,PORTUGUES,Minas Gerais
12550,Maracujá-de-cacho,PORTUGUES,Sudeste
12550,Maracujá,PORTUGUES,Sudeste
12553,maracujá-do-campo,PORTUGUES,Minas Gerais
12553,maracujá-do-mato,PORTUGUES,São Paulo
12553,maracujá-pintado,PORTUGUES,Minas Gerais
12553,maracujá-silvestre,PORTUGUES,Minas Gerais
12553,maracujazinho,PORTUGUES,Minas Gerais
12554,maracujá,PORTUGUES,
12554,maracujá-mirim,PORTUGUES,
12557,maracujá-de-estalo,PORTUGUES,Ceará
12560,maracujá-sururuca,PORTUGUES,Bahia; Rio de Janeiro
12560,sururuca,PORTUGUES,Bahia; Rio de Janeiro
12561,maracujá,PORTUGUES,Paraná
12562,maracujá,PORTUGUES,Rio de Janeiro
12562,maracujazinho,PORTUGUES,Rio de Janeiro
12564,maracujá-mirim,PORTUGUES,Bahia; Rio Grande do Sul
12564,maracujazinho,PORTUGUES,Paraná; São Paulo; Rio Grande do Sul; Minas Gerais
12564,uva-do-mato,PORTUGUES,Rio Grande do Sul
12564,maracujá-do-mato,PORTUGUES,Minas Gerais
12564,maracujá-miudinho,PORTUGUES,São Paulo
12564,maracujá-cortiça,PORTUGUES,Rio Grande do Sul; Santa Catarina
12565,Maracujá-de-praia,PORTUGUES,Paraíba; Maranhão
12565,Maracujá-de-rato,PORTUGUES,Paraiba; Maranhão
12566,maracujá,PORTUGUES,Paraná
12566,maracujá-de-cobra,PORTUGUES,Santa Catarina; Rio Grande do Sul
12567,maracujazinho,PORTUGUES,
12567,maracujazinho-do-mato,PORTUGUES,Minas Gerais
12567,maracujá,PORTUGUES,
12567,maracujá-do-campo,PORTUGUES,Goiás
12567,pé-de-ema,PORTUGUES,Minas Gerais
12569,maracujá,PORTUGUES,
12570,maracujá,PORTUGUES,
12570,maracujá-do-mato,PORTUGUES,Mato Grosso do Sul
12572,maracujá,PORTUGUES,Santa Catarina
12573,maracujá,PORTUGUES,Paraná
12573,maracujá-rasteiro,PORTUGUES,São Paulo
12582,Maria Mole;  Peúdo,PORTUGUES,Santa Catarina
12582,Umbú,PORTUGUES,Rio Grande do Sul
12589,Tricostigma,PORTUGUES,Santa Catarina
12591,ticongo,PORTUGUES,Nordeste
12592,chico-carneiro,PORTUGUES,Rio de Janeiro
12593,pau-pereira-falso,PORTUGUES,Bahia
12593,tariri,PORTUGUES,Sudeste
12596,cedrico,PORTUGUES,Sul
12598,café-bravo,PORTUGUES,Sudeste
12598,cafezinho-do-mato,PORTUGUES,Sudeste
12600,cafezinho-do-mato,PORTUGUES,Sul
12600,cedrinho; cedrico,PORTUGUES,Sul
12601,camboatã,PORTUGUES,Sudeste e Sul
12601,camboitá,PORTUGUES,Sudeste e Sul
12602,gogóia,PORTUGUES,Nordeste
12686,erva de jaboti,PORTUGUES,Acre
12712,tanas kuwe,KAXINAWA,Acre
12738,pimenta longa,PORTUGUES,Acre
12738,ti nixpu Kaxinawá,PORTUGUES,Acre
12739,txuki nixpu,KAXINAWA,Acre
12746,João-borandi,PORTUGUES,Minas gerais
12746,Jaborandi,PORTUGUES,Minas Gerais; Rio de Janeiro
12748,barin pakex kabia,KAXINAWA,Acre
12752,Jaborandi,PORTUGUES,SP
12764,capebinha,PORTUGUES,Acre
12764,naua maxkini,KAXINAWA,Acre
12765,aua hatu nixpu,KAXINAWA,Acre
12780,erva-de-são-manuel,PORTUGUES,SP
12780,aperta-ruão,PORTUGUES,SP
12780,jaborandi,PORTUGUES,SP
12782,kunixau nixpu,KAXINAWA,Acre
12782,pimenta longa,PORTUGUES,Acre
12790,bexa nixpu,KAXINAWA,Acre
12860,pimenta longa,PORTUGUES,Acre
12863,caapeba,PORTUGUES,Acre
12863,txu xan pei nimeraua,KAXINAWA,Acre
12863,txu xan pei taxipa,KAXINAWA,Acre
12920,vassoura de botão,PORTUGUES,Acre
12920,vassourinha,PORTUGUES,Acre
12957,capim-rabo-de-cavalo; campim-rabo-de-burro; capim-rabo-de-raposa; capim-vassoura; capim-peba; capim-andaime; capim-rabo-de-boi,PORTUGUES,nas diversas
13087,cará,PORTUGUES,
13092,criciúma; taboca,PORTUGUES,
13095,cará; criciúma,PORTUGUES,
13102,cará; canilin; carajá,PORTUGUES,
13104,caará; criciúma; taboca,PORTUGUES,
13106,caraá. cará-mimoso; cará-de-vara; carajá,PORTUGUES,
13109,criciúma,PORTUGUES,
13110,criciúma,PORTUGUES,
13113,cará; criciúma; taquari; corda-de-viola; carajá; taquarembó,PORTUGUES,
13116,cará; corda-de-viola,PORTUGUES,
13117,cará; pitinga; putinga; taquari,PORTUGUES,
13126,conta-de-lágrima,PORTUGUES,Bahia; Minas Geerais
13126,lágrima-de-nossa-senhora,PORTUGUES,Goiás
13126,tsiku,KAXINAWA,Acre
13175,capim-colchão,PORTUGUES,Paraná
13175,capim-tinga,PORTUGUES,Bahia
13176,capim-colchão,PORTUGUES,RS; SP; MG; DF
13176,milhã,PORTUGUES,RS
13179,capim-colchão,PORTUGUES,SP
13179,capim-de-roça,PORTUGUES,AL; AM; PB
13180,capim-amargoso,PORTUGUES,BA; CE; GO; MG; MS; MT; PB; PE; PR; SP
13183,capim-açu; capim- flor-roxa; capim-tinga,PORTUGUES,Bahia
13191,Capim-flexa,PORTUGUES,Centro-Oeste
13191,Capim-flexinha,PORTUGUES,Centro-Oeste
13248,taquaruçu,PORTUGUES,
13250,taquaruçu; taquara,PORTUGUES,
13253,taquaruçu; tagoara; taboca; takuarussú,PORTUGUES,
13254,taquaruçu; taquara; taquara-de-espinho,PORTUGUES,
13258,capim das pedras,PORTUGUES,Sul
13258,capim-lanceta,PORTUGUES,Sul
13260,Canabrava,PORTUGUES,centro-oesste; nordeste
13297,taquari,PORTUGUES,Acre
13297,taquarí mole,PORTUGUES,Acre
13320,taquara,PORTUGUES,
13324,taquara,PORTUGUES,
13327,taquara,PORTUGUES,
13328,tacuara-mansa; tacuara-lixa; taquari,PORTUGUES,
13329,taquara-lisa,PORTUGUES,
13330,taquara-lixa,PORTUGUES,
13331,taquara-mansa,PORTUGUES,
13336,taquara,PORTUGUES,
13339,taquara-mansa; taquara-lisa; taquara-poca,PORTUGUES,
13340,taquara,PORTUGUES,
13343,taquara,PORTUGUES,
13347,taquara; taquara-poca,PORTUGUES,
13348,taquara,PORTUGUES,
13350,taquara; taquara-lixa,PORTUGUES,
13352,taquara; taquara-poca,PORTUGUES,
13353,taquara-lixa,PORTUGUES,
13354,taquara,PORTUGUES,
13363,Orelha de burro,PORTUGUES,Sul da Bahia
13368,taquara,PORTUGUES,Acre
13368,taquarí mole,PORTUGUES,Acre
13375,canarana,PORTUGUES,Santa Catarina
13375,capim-furão,PORTUGUES,Santa Catarina
13375,grama-branca,PORTUGUES,Rio Grande do Sul
13375,grama-de-ponta,PORTUGUES,Rio Grande do Sul
13375,grama-de-praia,PORTUGUES,Santa Catarina
13375,grama-do-banhado,PORTUGUES,Rio Grande do Sul
13376,palha-voadora,PORTUGUES,Rio Grande do Sul
13377,capim-do-mato,PORTUGUES,Santa Catarina
13378,capim-caiana,PORTUGUES,Distrito Federal; São Paulo
13378,capim-peludo,PORTUGUES,Minas Gerais
13378,colchão-pé-de-galinha,PORTUGUES,São Paulo
13381,capim-azul,PORTUGUES,Santa Catarina
13382,blue-grass,INGLES,Santa Catarina
13382,capim-arroxeado,PORTUGUES,Pará
13382,capim-de-boi,PORTUGUES,Bahia; São Paulo
13382,capim-do-brejo,PORTUGUES,Mato Grosso; Mato Grosso do Sul
13382,capim-miriam,PORTUGUES,Maranhão
13382,grama-castelo,PORTUGUES,Mato Grosso
13382,grama-de-castela,PORTUGUES,São Paulo
13383,capim-lanudo,PORTUGUES,Mato Grosso do Sul
13385,grama-branca,PORTUGUES,Rio Grande do Sul
13385,grama-de-ponta,PORTUGUES,Rio Grande do Sul
13385,grama-portuguesa,PORTUGUES,Rio Grande do Sul; São Paulo
13389,capim-enxugador-grado,PORTUGUES,Santa Catarina
13389,capim-rasteiro,PORTUGUES,Rio Grande do Sul
13390,capim-de-orvalho,PORTUGUES,Alagoas; Bahia; Paraíba; Pernambuco
13390,capim-gordo-da-mata,PORTUGUES,Paraíba
13391,capim-taquarinha,PORTUGUES,Santa Catarina
13392,capim-barbicha,PORTUGUES,Rio de Janeiro
13392,capim-da-folha-estreita,PORTUGUES,Rio Grande do Sul
13392,capim-roxo,PORTUGUES,Santa Catarina
13393,milhã,PORTUGUES,Paraíba
13394,capim-de-anta,PORTUGUES,Santa Catarina
13394,grama-de-sombra,PORTUGUES,Espírito Santo
13395,capim-boliviano,PORTUGUES,Santa Catarina
13395,capim-do-brejo,PORTUGUES,Santa Catarina
13401,canarana-rasteira,PORTUGUES,São Paulo
13401,capim-furachão,PORTUGUES,Rio Grande do Sul
13401,capim-torpedo,PORTUGUES,Rio Grande do Sul
13401,grama castela,PORTUGUES,Mato Grosso do Sul
13401,grama-castelo,PORTUGUES,Mato Grosso; Mato Grosso do Sul
13401,grama-de-castela,PORTUGUES,São Paulo
13401,grama-portuguesa,PORTUGUES,Santa Catarina; São Paulo
13401,membeca,PORTUGUES,São Paulo
13401,pirimembeca,PORTUGUES,Pará
13403,capim-de-espinho,PORTUGUES,Mato Grosso
13403,capim-do-roçado,PORTUGUES,Rio de Janeiro
13403,capim-mirião,PORTUGUES,Distrito Federal
13403,navalhinha,PORTUGUES,Mato Grosso
13403,penacho,PORTUGUES,Pará
13404,capim-do-banhado,PORTUGUES,Santa Catarina
13405,capim-enxugador-grado,PORTUGUES,Santa Catarina
13406,capim-enfolhado,PORTUGUES,Rio Grande do Sul
13407,capim-bezerro,PORTUGUES,Bahia
13407,capim-de-passarinho,PORTUGUES,Bahia
13407,capim-lanudo,PORTUGUES,Mato Grosso do Sul
13409,capim-mimoso,PORTUGUES,Santa Catarina
13411,capim-taquara,PORTUGUES,Mato Grosso
13411,capim-taquarinha,PORTUGUES,Santa Catarina
13411,taboqui,PORTUGUES,Goiás
13411,talo,PORTUGUES,Goiás
13424,taquarí,PORTUGUES,Acre
13437,Capim pojuca,PORTUGUES,Nome comercial
13446,Capim-azedo; capim-rapé; capim-gordo; capim-de-marreca; grama-tê,PORTUGUES,Sul
13456,capim melador; capim mimoso; sanduva,PORTUGUES,
13462,capim rasteiro do brejo; capim gengibre,PORTUGUES,Sul
13468,Capim do campo,PORTUGUES,Sul
13473,Capim cabelo de porco,PORTUGUES,Sul
13475,Macega-brava; capim-milhão; capim-de-batatais,PORTUGUES,Sul
13478,Grama cinzenta,PORTUGUES,Sul
13480,Fura-bucho,PORTUGUES,Centro-oeste
13481,Grama-do-campo,PORTUGUES,Sul
13487,Grama batatais,PORTUGUES,Sudeste
13487,Grama forquilha,PORTUGUES,Sul
13490,Capim-vassoura,PORTUGUES,Sul
13492,Capim sanduva,PORTUGUES,Sul
13493,Grama-das-pedras,PORTUGUES,Sul
13497,Capim-lanoso,PORTUGUES,Sul
13498,Grama-baixa,PORTUGUES,Sul
13499,Capim-guaçu,PORTUGUES,Sul
13500,capim-membeca; capim-d'água,PORTUGUES,Sul
13501,Capim veludo,PORTUGUES,Sul
13505,capim-estrela,PORTUGUES,sul
13507,Capim-das-roças,PORTUGUES,Sul
13588,Rabo-de-quati,PORTUGUES,
13588,Carrapicho-do-campo,PORTUGUES,
13588,Capim-rabo-de-raposa,PORTUGUES,
13588,Capím-rabo-de-gato,PORTUGUES,
13696,pau-de-estalo; cabuçu;,PORTUGUES,Sudeste; Nordeste
13697,cipó-ninfolia; cipó-pau,PORTUGUES,Sudeste; Amazônia
13698,pau-de-junta,PORTUGUES,Sul
13701,Canaçu; cabaçu,PORTUGUES,Paraíba
13701,Folha larga da mata,PORTUGUES,Rio de Janeiro
13702,pipoca; cabuçu; bainha-de-facão; cravassú,PORTUGUES,Nordeste
13704,cipo-pau; ocaiman,PORTUGUES,Mato Grosso; Pará
13705,Pajeú; pau-jaú,PORTUGUES,Mato Grosso
13705,coaçu,PORTUGUES,Acre
13705,Folha larga,PORTUGUES,Minas Gerais
13705,Novateiro,PORTUGUES,Mato Grosso
13708,caa-uassu-rana,PORTUGUES,Amazônia
13708,Cipó-ponte,PORTUGUES,Espírito Santo
13708,Costela-de-vaca,PORTUGUES,Mato Grosso
13709,cipó-curu,PORTUGUES,Espírito Santo
13713,Chapelão,PORTUGUES,Bahia
13713,pajeú,PORTUGUES,Bahia
13714,Cipó-costela-de-anta,PORTUGUES,Minas Gerais
13715,Tucunaré-branco,PORTUGUES,Amazônia
13717,Catureiro-vermelho; pau-de-cachimbo,PORTUGUES,Santa Catarina
13717,cauaçú,PORTUGUES,São Paulo
13717,Caixão,PORTUGUES,Bahia
13719,erva-de-bicho; fumo-bravo,PORTUGUES,Sul; Centro-Oeste
13722,fumo-bravo; erva-de-bicho,PORTUGUES,Sul; Sudeste
13724,fumo-bravo; erva-de-bicho,PORTUGUES,Nordeste; Centro-Oeste
